2026-05-01 19:25:55 | INFO     | ============================================================
2026-05-01 19:25:55 | INFO     | Session started: 2026-05-01T19:25:55.185606
2026-05-01 19:25:55 | INFO     | ============================================================
2026-05-01 19:26:01 | INFO     | ✓ Embedding model loaded: all-MiniLM-L6-v2
2026-05-01 19:26:01 | INFO     |   Building fresh FAISS index from corpus...
2026-05-01 19:26:01 | INFO     |   Loading 774 KB file(s) from '..\data/'...
2026-05-01 19:26:01 | DEBUG    |     claude/index.md: 140 chunks
2026-05-01 19:26:01 | DEBUG    |     claude/amazon-bedrock/10280779-how-do-i-learn-more-about-amazon-and-anthropic-s-strategic-collaboration.md: 5 chunks
2026-05-01 19:26:01 | DEBUG    |     claude/amazon-bedrock/10280783-where-do-i-find-claude-in-amazon-bedrock-documentation.md: 5 chunks
2026-05-01 19:26:01 | DEBUG    |     claude/amazon-bedrock/10280791-what-aws-regions-are-claude-models-available-in-amazon-bedrock.md: 5 chunks
2026-05-01 19:26:01 | DEBUG    |     claude/amazon-bedrock/7996918-what-is-amazon-bedrock.md: 7 chunks
2026-05-01 19:26:01 | DEBUG    |     claude/amazon-bedrock/7996920-how-do-i-get-access-to-claude-in-amazon-bedrock.md: 5 chunks
2026-05-01 19:26:01 | DEBUG    |     claude/amazon-bedrock/7996921-i-use-claude-in-amazon-bedrock-who-do-i-contact-for-customer-support-inquiries.md: 7 chunks
2026-05-01 19:26:01 | DEBUG    |     claude/claude/12138966-release-notes.md: 84 chunks
2026-05-01 19:26:01 | DEBUG    |     claude/claude/account-management/10310342-how-do-i-log-out-of-all-active-sessions.md: 12 chunks
2026-05-01 19:26:01 | DEBUG    |     claude/claude/account-management/11107691-why-is-a-coupon-or-promotion-not-available-for-my-account.md: 6 chunks
2026-05-01 19:26:01 | DEBUG    |     claude/claude/account-management/11408405-claude-4-invite-contest.md: 18 chunks
2026-05-01 19:26:01 | DEBUG    |     claude/claude/account-management/12997130-understanding-your-billing-address-and-tax-calculation.md: 9 chunks
